,restaurant,url,distance,star,num_reviews,city,price_range,category_1,category_2
3111,Johnny G's (Winnipeg),https://www.doordash.com/store/1747412/?pickup=false,19.0,4.3,860.0,Winnipeg,$$,Pubs,Burgers
3112,Zax Drive Inn,https://www.doordash.com/store/568245/?pickup=false,29.0,4.5,2600.0,Winnipeg,$$,Burgers,Hot Dogs
3113,Chocoberry Dessert House,https://www.doordash.com/store/341817/?pickup=false,22.0,4.4,1400.0,Winnipeg,$$,Dessert,Sweets
3114,Papa Johns,https://www.doordash.com/store/1089457/?pickup=false,29.0,4.5,1300.0,Winnipeg,$$,Italian,Pizza
3115,7-Eleven,https://www.doordash.com/store/992402/?pickup=false,24.0,4.6,560.0,Winnipeg,$$,Burgers,Wings
3116,The Poutine King Restaurant & Lounge,https://www.doordash.com/store/564362/?pickup=false,21.0,4.2,1800.0,Winnipeg,$$,Poutineries,Wraps
3117,Magic Bird Fried Chicken,https://www.doordash.com/store/925918/?pickup=false,26.0,4.4,2100.0,Winnipeg,$$,Fried Chicken,Sandwiches
3118,The Mighty Kiwi,https://www.doordash.com/store/1249160/?pickup=false,27.0,4.9,850.0,Winnipeg,$$,Breakfast,Smoothies
3119,Bangkok Thai Restaurant,https://www.doordash.com/store/369254/?pickup=false,28.0,4.6,1400.0,Winnipeg,$,Thai,Soup
3120,KFC,https://www.doordash.com/store/942899/?pickup=false,21.0,4.2,770.0,Winnipeg,$,Fast Food,Chicken
3121,Thida's Thai Restaurant,https://www.doordash.com/store/341707/?pickup=false,24.0,4.3,1100.0,Winnipeg,$$,Thai,Soup
3122,Tom Yum Thai Restaurant,https://www.doordash.com/store/341769/?pickup=false,26.0,4.4,1100.0,Winnipeg,$$,Thai,Fries
3123,Little Korea,https://www.doordash.com/store/1766696/?pickup=false,23.0,4.6,680.0,Winnipeg,$$,Korean,Noodles
3124,McDonald's,https://www.doordash.com/store/1139910/?pickup=false,13.0,4.5,610.0,Winnipeg,$$,Bakery,Chicken
3125,Loaded Pierogi,https://www.doordash.com/store/1508934/?pickup=false,25.0,4.5,710.0,Winnipeg,$$,Salads,Beer
3126,George's Burgers & Subs,https://www.doordash.com/store/1322540/?pickup=false,30.0,4.6,1100.0,Winnipeg,$$,Burgers,Fries
3127,Sultan's Shawarma,https://www.doordash.com/store/341808/?pickup=false,23.0,4.3,2500.0,Winnipeg,$$,Middle Eastern,Shawarma
3128,Taco Bell,https://www.doordash.com/store/1352901/?pickup=false,30.0,4.2,610.0,Winnipeg,$$,Mexican,Vegetarian
3129,Atiga Restaurant,https://www.doordash.com/store/823418/?pickup=false,30.0,4.3,910.0,Winnipeg,$$,African,Soup
3130,Affinity Vegetarian Garden Restaurant,https://www.doordash.com/store/341556/?pickup=false,21.0,4.8,1000.0,Winnipeg,$$,Asian Fusion,Vegetarian
3131,Burger King,https://www.doordash.com/store/858443/?pickup=false,20.0,4.4,750.0,Winnipeg,$,American,Breakfast
3132,Chicken Chef,https://www.doordash.com/store/582386/?pickup=false,25.0,4.3,560.0,Winnipeg,$$,Chicken,Burgers
3133,Taste Of Mediterranean,https://www.doordash.com/store/341827/?pickup=false,25.0,4.5,480.0,Winnipeg,$$,Mediterranean,Sandwiches
3134,Kumpares Grillhouse,https://www.doordash.com/store/2877456/?pickup=false,29.0,4.5,358.0,Winnipeg,$$,Filipino,Breakfast
3135,Panda Tea,https://www.doordash.com/store/1852340/?pickup=false,17.0,4.6,309.0,Winnipeg,$$,Milk Tea,Fruit Tea
3136,India Palace,https://www.doordash.com/store/369233/?pickup=false,25.0,4.3,770.0,Winnipeg,$,Indian,Vegetarian
3137,Pho Hoi An,https://www.doordash.com/store/1563135/?pickup=false,26.0,4.6,235.0,Winnipeg,$$,Vietnamese,Pho
3138,Friends Donair and Shawarma,https://www.doordash.com/store/2365733/?pickup=false,24.0,4.6,237.0,Winnipeg,$$,Shawarma,Snacks
3139,Taste of Sri Lanka Restaurant,https://www.doordash.com/store/1287006/?pickup=false,19.0,4.6,414.0,Winnipeg,$$,Vegetarian,Roti
3140,The Tallest Poppy,https://www.doordash.com/store/341688/?pickup=false,28.0,4.7,1200.0,Winnipeg,$$,Alcohol,Sandwiches
3141,Elephant & Castle,https://www.doordash.com/store/966733/?pickup=false,25.0,4.2,426.0,Winnipeg,$,Burgers,Sandwiches
3142,Charisma of India,https://www.doordash.com/store/341491/?pickup=false,26.0,4.5,900.0,Winnipeg,$$,Indian,Vegetarian
3143,New Asia Chinese Food,https://www.doordash.com/store/341626/?pickup=false,26.0,4.4,690.0,Winnipeg,$$,Chinese,Seafood
3144,Farmery Estate Brewery,https://www.doordash.com/store/2671948/?pickup=false,28.0,4.8,161.0,Winnipeg,$$,Alcohol,Beer
3145,Isaytakoyummy,https://www.doordash.com/store/1549350/?pickup=false,28.0,4.7,590.0,Winnipeg,$$,Japanese,
3146,East India Company,https://www.doordash.com/store/341646/?pickup=false,27.0,4.5,850.0,Winnipeg,$$,Indian,Vegetarian
3147,The Original Pancake House (WPG),https://www.doordash.com/store/584795/?pickup=false,27.0,4.3,457.0,Winnipeg,$$,American,Breakfast
3148,Sushi Gen Restaurant,https://www.doordash.com/store/369394/?pickup=false,25.0,4.5,309.0,Winnipeg,$,Japanese,Sushi
3149,Next Stop Cafe,https://www.doordash.com/store/879428/?pickup=false,30.0,4.6,550.0,Winnipeg,$$,Cafe,Milk Shakes
3150,Fergies Fish and Chips,https://www.doordash.com/store/341735/?pickup=false,28.0,4.6,820.0,Winnipeg,$$,Seafood,Fish & Chips
3151,Ming Court Restaurant & Bar,https://www.doordash.com/store/549529/?pickup=false,22.0,4.4,351.0,Winnipeg,$$,Chinese,Vegetarian
3152,Little Caesars Pizza,https://www.doordash.com/store/1149001/?pickup=false,23.0,4.4,469.0,Winnipeg,$$,Italian,Pizza
3153,Tim Hortons,https://www.doordash.com/store/1033093/?pickup=false,13.0,4.4,197.0,Winnipeg,$,Canadian,Sandwiches
3154,Mr. Calzone,https://www.doordash.com/store/1801983/?pickup=false,28.0,4.2,262.0,Winnipeg,$$,Middle Eastern,Pizza
3155,MrBeast Burger Canada,https://www.doordash.com/store/2637696/?pickup=false,24.0,3.7,600.0,Winnipeg,$$,Burgers,Cheeseburger
3156,Pizza Hut,https://www.doordash.com/store/944054/?pickup=false,23.0,4.4,344.0,Winnipeg,$$,Italian,Pizza
3157,Quesada Burritos & Tacos,https://www.doordash.com/store/632500/?pickup=false,15.0,4.4,482.0,Winnipeg,$$,Mexican,Tacos
3158,Booster Juice,https://www.doordash.com/store/2370340/?pickup=false,17.0,4.7,97.0,Winnipeg,$$,Juice Bars & Smoothies,Healthy
3159,King + Bannatyne,https://www.doordash.com/store/569735/?pickup=false,19.0,4.7,341.0,Winnipeg,$$,Sandwiches,Vegan
3160,Chaeban Ice Cream,https://www.doordash.com/store/563996/?pickup=false,24.0,4.6,252.0,Winnipeg,$$,Dessert,Ice Cream
3161,Chicken Delight,https://www.doordash.com/store/926927/?pickup=false,21.0,4.4,428.0,Winnipeg,$$,Pizza,Chicken
3162,Pizza Pizza,https://www.doordash.com/store/625748/?pickup=false,23.0,4.3,710.0,Winnipeg,$$,Italian,Pizza
3163,Tipsy Cow,https://www.doordash.com/store/1547362/?pickup=false,23.0,4.5,323.0,Winnipeg,$$,American,Burgers
3164,Azalea Chinese Restaurant,https://www.doordash.com/store/341485/?pickup=false,25.0,4.4,550.0,Winnipeg,$$,Chinese,Noodles
3165,Chosabi,https://www.doordash.com/store/2089382/?pickup=false,18.0,4.7,100.0,Winnipeg,$$,Asian Food,Sushi
3166,Bodegoes,https://www.doordash.com/store/582270/?pickup=false,20.0,4.6,248.0,Winnipeg,$$,Mexican,Salads
3167,Fusion Wok,https://www.doordash.com/store/1021184/?pickup=false,23.0,4.5,264.0,Winnipeg,$$,Chinese,Noodles
3168,Altanour Restaurant & Deli,https://www.doordash.com/store/782535/?pickup=false,24.0,4.5,418.0,Winnipeg,$$,Deli,Wraps
3169,Zorba's Greek + Italian,https://www.doordash.com/store/576580/?pickup=false,25.0,4.5,257.0,Winnipeg,$$,Greek,Italian
3170,Corrientes Argentine Pizzeria,https://www.doordash.com/store/341576/?pickup=false,24.0,4.6,476.0,Winnipeg,$$,Latin American,Pizza
3171,White Star Diner,https://www.doordash.com/store/341599/?pickup=false,18.0,4.7,297.0,Winnipeg,$$,Sandwiches,Burgers
3172,Les Saj Restaurant,https://www.doordash.com/store/23058118/?pickup=false,17.0,4.4,,Winnipeg,$$,Arabian,Wraps
3173,Honu Poke,https://www.doordash.com/store/2398044/?pickup=false,23.0,4.6,91.0,Winnipeg,$$,Hawaiian,Poke
3174,La Farina,https://www.doordash.com/store/1305675/?pickup=false,24.0,4.7,246.0,Winnipeg,$$,Pizza,Keto
3175,Circle K,https://www.doordash.com/convenience/store/1344371/?pickup=false,20.0,4.2,302.0,Winnipeg,$$,Breakfast,Ice Cream
3176,Eva's Gelato & Coffee Bar,https://www.doordash.com/store/884862/?pickup=false,26.0,4.9,139.0,Winnipeg,$$,Argentine,Gelato
3177,The Good Will Social Club/Khao House (Portage Ave),https://www.doordash.com/store/2494997/?pickup=false,23.0,4.8,144.0,Winnipeg,$$,Burgers,Sandwiches
3178,Shawarma Xpress,https://www.doordash.com/store/552567/?pickup=false,22.0,4.3,195.0,Winnipeg,$$,Mediterranean,Shawarma
3179,A&W Canada,https://www.doordash.com/store/581691/?pickup=false,15.0,4.3,353.0,Winnipeg,$,Canadian,Breakfast
3180,Saffron's Restaurant,https://www.doordash.com/store/341781/?pickup=false,25.0,4.1,184.0,Winnipeg,$$,Mediterranean,Pizza
3181,Daanook Restaurant,https://www.doordash.com/store/1259677/?pickup=false,17.0,4.7,124.0,Winnipeg,$$,Wraps,Burgers
3182,99 Cent Pizza,https://www.doordash.com/store/823656/?pickup=false,20.0,3.4,27.0,Winnipeg,$$,Chicken Wings,Pizza
3183,Fusian Experience,https://www.doordash.com/store/341815/?pickup=false,30.0,4.6,212.0,Winnipeg,$$,Dessert,Asian Fusion
3184,Fortify Foods,https://www.doordash.com/store/922586/?pickup=false,29.0,4.8,169.0,Winnipeg,$$,Coffee & Tea,Smoothies
3185,Fete Ice Cream and Coffee,https://www.doordash.com/store/850291/?pickup=false,30.0,4.8,455.0,Winnipeg,$$,Ice Cream,Cakes
3186,Super Taste Pizza,https://www.doordash.com/store/369374/?pickup=false,23.0,3.9,342.0,Winnipeg,$,Halal,Pizza
3187,Rockdoc Testing Centre,https://www.doordash.com/store/2865120/?pickup=false,15.0,3.0,,Winnipeg,$$,Pharmacy,
3188,Bread N Biryani,https://www.doordash.com/store/1530006/?pickup=false,28.0,4.5,218.0,Winnipeg,$$,Indian,Chinese
3189,Capital Grill + Bar,https://www.doordash.com/store/2369531/?pickup=false,22.0,4.7,95.0,Winnipeg,$$,Bar and Grill,Alcohol
3190,Pastry Castle Bakery & Cafe,https://www.doordash.com/store/833736/?pickup=false,17.0,4.5,71.0,Winnipeg,$$,Bakery,Cakes
3191,Shark Club,https://www.doordash.com/store/1278221/?pickup=false,25.0,4.5,191.0,Winnipeg,$$,Alcohol,Fries
3192,Subway,https://www.doordash.com/store/790975/?pickup=false,15.0,3.4,17.0,Winnipeg,$,Build Your Own,Cookies
3193,Impression Delight,https://www.doordash.com/store/1638970/?pickup=false,20.0,4.8,113.0,Winnipeg,$$,Cafe,Coffee & Tea
3194,Banza Noodle & Tea House,https://www.doordash.com/store/1696217/?pickup=false,27.0,4.8,102.0,Winnipeg,$$,Asian Fusion,Milk Tea
3195,Cocoabeans,https://www.doordash.com/store/23236080/?pickup=false,26.0,5.0,13.0,Winnipeg,$$,Bowls,Toast
3196,Flying Pizza,https://www.doordash.com/store/369397/?pickup=false,30.0,4.4,181.0,Winnipeg,$$,Greek,Chicken Wings
3197,Taco Del Mar,https://www.doordash.com/store/1488348/?pickup=false,27.0,3.9,318.0,Winnipeg,$$,Mexican,Tacos
3198,Across the Board Game Cafe,https://www.doordash.com/store/565550/?pickup=false,23.0,4.3,42.0,Winnipeg,$$,Cafe,Coffee & Tea
3199,Cherry Creek Restaurant,https://www.doordash.com/store/565173/?pickup=false,24.0,4.5,75.0,Winnipeg,$$,Cafe,Korean
3200,Joey's Seafood Restaurants,https://www.doordash.com/store/584569/?pickup=false,28.0,4.0,138.0,Winnipeg,$$,Seafood,Sandwiches
3201,BANH MI MR LEE,https://www.doordash.com/store/22987050/?pickup=false,25.0,4.7,23.0,Winnipeg,$$,Bubble Tea,Noodles
3202,Freshii,https://www.doordash.com/store/946261/?pickup=false,15.0,4.2,79.0,Winnipeg,$$,Tacos,Burritos
3203,Gangnam Sushi,https://www.doordash.com/store/23273821/?pickup=false,29.0,4.6,,Winnipeg,$$,Sushi,Sashimi
3204,Variety Taste,https://www.doordash.com/store/1345120/?pickup=false,22.0,4.1,20.0,Winnipeg,$$,Fast Food,Chicken
3205,Dragon River,https://www.doordash.com/store/2879621/?pickup=false,29.0,4.7,78.0,Winnipeg,$$,Chinese,Chicken
3206,Tavern United,https://www.doordash.com/store/899101/?pickup=false,24.0,4.4,46.0,Winnipeg,$$,Pubs,Keto
3207,Asian Hot Pot,https://www.doordash.com/store/2916065/?pickup=false,27.0,4.6,21.0,Winnipeg,$$,Chinese,Hot Pot
3208,Sweet Aroma Chinese Restaurant,https://www.doordash.com/store/2615623/?pickup=false,25.0,4.6,44.0,Winnipeg,$$,Chinese,Vegetarian
3209,Atelier Kuroneko,https://www.doordash.com/store/22983997/?pickup=false,23.0,4.8,,Winnipeg,$$,Cheesecake,Bakery
3210,Merkato Restaurant,https://www.doordash.com/store/341541/?pickup=false,29.0,4.2,41.0,Winnipeg,$$,Ethiopian,Vegetarian
3211,Carnaval Brazilian Bbq,https://www.doordash.com/store/1717891/?pickup=false,29.0,3.8,45.0,Winnipeg,$$,Brazilian,Sandwiches
3212,Lolly's,https://www.doordash.com/store/2666273/?pickup=false,26.0,4.0,13.0,Winnipeg,$$,Pizza,Brunch
3213,Hot Hub Pizza,https://www.doordash.com/store/2570922/?pickup=false,29.0,3.0,,Winnipeg,$$,Pizza,Chicken
3214,Kawaii Crepe,https://www.doordash.com/store/23496393/?pickup=false,26.0,,,Winnipeg,$$,Breakfast,Crepes
3215,Bronuts Donuts + Coffee,https://www.doordash.com/store/712897/?pickup=false,0.4,4.7,620.0,Winnipeg,$$,Bakery,Donuts
3216,Oh Doughnuts,https://www.doordash.com/store/548986/?pickup=false,0.3,4.8,920.0,Winnipeg,$$,Donuts,Dessert
3217,Shawarma Khan,https://www.doordash.com/store/341667/?pickup=false,0.4,4.4,790.0,Winnipeg,$$,Middle Eastern,Wraps
3218,Pho Winnipeg,https://www.doordash.com/store/2358915/?pickup=false,1.6,4.0,221.0,Winnipeg,$$,Vietnamese,Pho
3219,Scout: Coffee + Tea,https://www.doordash.com/store/633960/?pickup=false,1.2,4.8,1000.0,Winnipeg,$$,Sandwiches,Soup
3220,Greenish,https://www.doordash.com/store/567819/?pickup=false,0.17,4.7,670.0,Winnipeg,$$,Japanese,Sushi
3221,Double Greeting Chinese Snack House,https://www.doordash.com/store/1841518/?pickup=false,0.5,4.8,473.0,Winnipeg,$$,Chinese,Soup
3222,Super Deluxe Pizzeria,https://www.doordash.com/store/788154/?pickup=false,0.8,4.7,600.0,Winnipeg,$,Pizza,Calzones
3223,Verde Juice Bar,https://www.doordash.com/store/636768/?pickup=false,1.5,4.8,540.0,Winnipeg,$,Juice Bar,Smoothies
3224,"Soups, Sandwiches & More",https://www.doordash.com/store/878617/?pickup=false,0.3,4.6,247.0,Winnipeg,$$,Soup,Salads
3225,Banh Mi Khanh Hoa,https://www.doordash.com/store/1108508/?pickup=false,1.3,4.8,430.0,Winnipeg,$$,Vietnamese,Banh Mi
3226,Pinky's Bakeshop,https://www.doordash.com/store/860444/?pickup=false,1.0,4.7,224.0,Winnipeg,$$,Bakery,Cookies
3227,Green Carrot Juice Company,https://www.doordash.com/store/587040/?pickup=false,1.0,4.7,426.0,Winnipeg,$$,Juice Bar,Smoothies
3228,The Don Restaurant (Downtown),https://www.doordash.com/store/341663/?pickup=false,0.2,4.4,660.0,Winnipeg,$$,Canadian,Breakfast
3229,Oscar’s Deli,https://www.doordash.com/store/22982172/?pickup=false,0.15,4.7,65.0,Winnipeg,$$,Beverages,Desserts
3230,Human Bean Coffee & Tea,https://www.doordash.com/store/576415/?pickup=false,0.08,4.8,154.0,Winnipeg,$$,Coffee,Pastries
3231,Caked With Love Co.,https://www.doordash.com/store/572402/?pickup=false,2.1,4.7,144.0,Winnipeg,$$,Bakery,Cookies
3232,Cordova Tapas & Wine,https://www.doordash.com/store/899717/?pickup=false,0.4,4.7,68.0,Winnipeg,$$,Modern European,Tapas/Small Plates
3233,Sam Po Dim Sum Restaurant,https://www.doordash.com/store/1289718/?pickup=false,0.7,4.7,2400.0,Winnipeg,$$,Dim Sum,Seafood
3234,Kai Pho,https://www.doordash.com/store/568160/?pickup=false,0.08,4.6,46.0,Winnipeg,$$,Vietnamese,Bubble Tea
3235,Famena's Famous Roti & Curry,https://www.doordash.com/store/341729/?pickup=false,0.15,4.6,325.0,Winnipeg,$$,Caribbean,Roti
3236,O Station Cafe,https://www.doordash.com/store/764295/?pickup=false,1.2,4.7,264.0,Winnipeg,$$,Sandwiches,Espresso
3237,Gohe Ethiopian Restaurant,https://www.doordash.com/store/1286496/?pickup=false,0.9,4.5,209.0,Winnipeg,$$,Ethiopian,Chicken
3238,Viena Do Castelo Portuguese Restaurant,https://www.doordash.com/store/874483/?pickup=false,1.4,4.7,199.0,Winnipeg,$$,Portuguese,Takeout
3239,Robin's Donuts,https://www.doordash.com/store/1201907/?pickup=false,0.04,4.2,101.0,Winnipeg,$$,Breakfast,Donuts
3240,"Cafeaze International, Coffees, Cookies & More",https://www.doordash.com/store/1662036/?pickup=false,0.5,4.9,27.0,Winnipeg,$$,Coffee,Sandwiches
3241,Cheers Restaurant,https://www.doordash.com/store/1491628/?pickup=false,0.9,4.6,92.0,Winnipeg,$$,Sandwiches,Burgers
3242,PVG Street Eats,https://www.doordash.com/store/2273150/?pickup=false,0.6,4.6,49.0,Winnipeg,$$,Fast Food,Burgers
3243,Basils Restaurant,https://www.doordash.com/store/2555745/?pickup=false,0.15,5.0,10.0,Winnipeg,$$,Lebanese,Sandwiches
3244,Hawaii Kai,https://www.doordash.com/store/568156/?pickup=false,0.08,4.7,232.0,Winnipeg,$$,Bubble Tea,Juice Bar
3245,Kay's Delicatessen,https://www.doordash.com/store/341665/?pickup=false,0.6,4.8,17.0,Winnipeg,$$,Cafe,Milk Tea
3246,IBEX Ethiopian Restaurant,https://www.doordash.com/store/874458/?pickup=false,0.9,3.8,15.0,Winnipeg,$$,Ethiopian,Vegetarian
3247,Peg City Poutinerie,https://www.doordash.com/store/857847/?pickup=false,0.08,4.3,36.0,Winnipeg,$$,Poutineries,Fries
3248,Pizza Boyz,https://www.doordash.com/store/2624743/?pickup=false,0.7,4.2,10.0,Winnipeg,$$,Salads,Chicken
3249,Eddy's Place,https://www.doordash.com/store/582067/?pickup=false,1.9,4.5,86.0,Winnipeg,$$,Breakfast,Sandwiches
3250,Rexall,https://www.doordash.com/convenience/store/23156708/?pickup=false,0.08,5.0,,Winnipeg,$$,Medicine,Convenience
3251,7 Arabian Dreams,https://www.doordash.com/store/1250706/?pickup=false,1.6,3.3,10.0,Winnipeg,$$,Middle Eastern,Chicken
3252,Frogurts (The Forks),https://www.doordash.com/store/1291256/?pickup=false,0.6,5.0,34.0,Winnipeg,$$,Ice Cream & Frozen Yogurt,
3253,Joa Croffle,https://www.doordash.com/store/2558296/?pickup=false,0.3,5.0,,Winnipeg,$$,Bakery,Waffles
3254,Pitza Witza,https://www.doordash.com/store/23173747/?pickup=false,0.9,4.2,,Winnipeg,$$,Pizza,
3255,Neon Cone,https://www.doordash.com/store/1289575/?pickup=false,0.6,5.0,,Winnipeg,$$,Ice Cream,Cakes
3256,Lisbon Bakery,https://www.doordash.com/store/611720/?pickup=false,1.1,2.6,,Winnipeg,$$,Bakery,
3257,The Chilli Brasserie,https://www.doordash.com/store/23079325/?pickup=false,0.7,,,Winnipeg,$$,Seafood,Nigerian
3258,Mesob Ethiopian Eats,https://www.doordash.com/store/2603665/?pickup=false,1.0,4.6,13.0,Winnipeg,$,Ethiopian,Snacks
3259,Beavertails,https://www.doordash.com/store/2615525/?pickup=false,0.6,4.7,63.0,Winnipeg,$$,Pastries,
3260,Cibo Waterfront Cafe,https://www.doordash.com/store/341558/?pickup=false,0.6,4.5,428.0,Winnipeg,$$,Mediterranean,Italian
3261,4 Sisters Restaurant (Higgins),https://www.doordash.com/store/550461/?pickup=false,1.0,4.6,65.0,Winnipeg,$$,Breakfast,Snacks
3262,Marcello's MB Hydro Place,https://www.doordash.com/store/577017/?pickup=false,0.2,5.0,,Winnipeg,$$,Breakfast,Pizza
3263,Izakaya Edokko,https://www.doordash.com/store/864586/?pickup=false,0.09,4.8,89.0,Winnipeg,$$,Sushi Bars,Japanese
3264,Fuel Functional Foods,https://www.doordash.com/store/593298/?pickup=false,1.2,4.7,550.0,Winnipeg,$$,Sweets,Smoothies
3265,Nathan Detroit’s Sandwich Pad,https://www.doordash.com/store/341588/?pickup=false,0.4,4.5,36.0,Winnipeg,$$,Breakfast,Sandwiches
3266,Kyu Bistro,https://www.doordash.com/store/576331/?pickup=false,0.8,4.6,1500.0,Winnipeg,$$,Japanese,Ramen
3267,The Banh Mi Snack Bar,https://www.doordash.com/store/730901/?pickup=false,0.7,4.0,39.0,Winnipeg,$$,Asian Fusion,Rice Bowl
3268,Mercy Me! Nashville Chicken,https://www.doordash.com/store/593143/?pickup=false,1.2,4.5,780.0,Winnipeg,$$,Chicken,
3269,Asia City,https://www.doordash.com/store/782160/?pickup=false,0.7,4.3,176.0,Winnipeg,$$,Cafes,Takeout
3270,Infinity Ultra Lounge and Bar,https://www.doordash.com/store/23109151/?pickup=false,0.13,,,Winnipeg,$$,Sandwiches,BBQ
3271,Sushi June (City Place Mall 2nd Floor),https://www.doordash.com/store/578413/?pickup=false,0.08,4.1,47.0,Winnipeg,$$,Sushi,Japanese
3272,Chokecherry Kitchen,https://www.doordash.com/store/2567558/?pickup=false,0.3,5.0,,Winnipeg,$$,Breakfast,Pizza
3273,Tropik Coffee & Tea House,https://www.doordash.com/store/23451054/?pickup=false,0.2,,,Winnipeg,$$,Coffee Shop,Coffee & Tea
3274,Wanabees Diner,https://www.doordash.com/store/870836/?pickup=false,0.8,4.9,119.0,Winnipeg,$$,Diners,Breakfast
3275,Pan de Cretos Bakery,https://www.doordash.com/store/2487255/?pickup=false,0.8,4.7,44.0,Winnipeg,$$,Bakery,Spanish
3276,Mac & Cheese Stop,https://www.doordash.com/store/727360/?pickup=false,0.8,3.0,,Winnipeg,$$,Burgers,Salads
3277,Rudy's Eat & Drink,https://www.doordash.com/store/1723859/?pickup=false,0.2,4.8,,Winnipeg,$$,Pizza,
3278,Marcello's Market and Deli (Lombard Pl),https://www.doordash.com/store/577047/?pickup=false,0.3,4.6,12.0,Winnipeg,$$,American,Sandwiches
3279,Crazee Creations,https://www.doordash.com/store/1757417/?pickup=false,0.4,,,Winnipeg,$$,Snacks,Grocery
3280,RIMYYA FRIENDSHIP Bar and Restaurant,https://www.doordash.com/store/23286295/?pickup=false,0.6,,,Winnipeg,$$,Pizza,Breakfast
3281,Harrisons Coffee Co,https://www.doordash.com/store/1218068/?pickup=false,0.5,5.0,,Winnipeg,$$,Coffee,
3282,Asmara Cafe,https://www.doordash.com/store/1299639/?pickup=false,0.8,,,Winnipeg,$$,Italian,Sandwiches
